multihot | prediction
[0. 1. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.], 97.415504
[1. 1. 1. 0. 0. 1. 0. 1. 0. 0. 0. 1.], 73.647736
[0. 1. 1. 1. 1. 0. 0. 1. 1. 0. 1. 0.], 65.669815
[1. 0. 0. 1. 0. 1. 1. 1. 0. 0. 1. 0.], 46.378407
[0. 1. 1. 1. 1. 0. 1. 0. 0. 1. 0. 0.], 27.916382
[0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0.], 61.99047
[0. 1. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0.], 38.39538
[1. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0.], 49.71481
[0. 1. 1. 0. 1. 0. 0. 1. 1. 0. 0. 0.], 52.055832
[1. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.], 51.71905
[1. 1. 0. 0. 1. 0. 1. 0. 0. 0. 0. 1.], 37.013252
[0. 1. 1. 1. 0. 0. 1. 1. 0. 1. 0. 0.], 72.56421
[0. 1. 1. 1. 1. 0. 1. 1. 0. 0. 1. 1.], 28.870464
[1. 0. 0. 0. 1. 0. 1. 0. 1. 0. 0. 1.], 83.92079
[1. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0.], 62.41381
[0. 0. 0. 1. 0. 1. 0. 1. 1. 1. 1. 1.], 121.65309
[1. 0. 1. 1. 0. 0. 1. 1. 1. 0. 0. 0.], 68.29079
[0. 1. 1. 1. 1. 0. 0. 1. 0. 1. 0. 0.], 47.373524
[0. 1. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0.], 36.75792
[1. 0. 1. 0. 1. 0. 1. 1. 0. 0. 0. 1.], 42.572243
[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 1. 0.], 86.237495
[1. 0. 0. 0. 1. 1. 1. 1. 0. 1. 1. 0.], 55.029667
[0. 1. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0.], 73.15735
[0. 1. 0. 1. 1. 1. 0. 0. 1. 1. 1. 1.], 89.58499
[1. 1. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0.], 48.161755
[0. 1. 0. 0. 1. 1. 0. 1. 0. 1. 0. 1.], 124.425545
[1. 1. 0. 0. 0. 1. 0. 1. 0. 1. 1. 0.], 115.71896
[1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 1.], 104.67763
[1. 0. 1. 0. 0. 1. 1. 1. 1. 1. 1. 0.], 77.712715
[1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 1.], 53.840244
[1. 1. 1. 0. 0. 1. 1. 1. 0. 0. 0. 1.], 53.066643
[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.], 29.00002
[1. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0.], 99.55577
[0. 0. 0. 1. 0. 0. 1. 1. 1. 1. 0. 1.], 100.12091
[0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1. 0.], 60.888054
[0. 0. 0. 1. 1. 1. 0. 1. 1. 1. 0. 1.], 88.18796
[0. 1. 0. 1. 0. 0. 1. 0. 1. 1. 0. 1.], 123.43843
[1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1.], 48.649086
[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 1. 0.], 86.237495
[1. 1. 1. 1. 0. 1. 1. 0. 0. 1. 0. 0.], 49.722195
[1. 1. 1. 0. 1. 0. 1. 0. 1. 0. 1. 1.], 118.39821
[1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1.], 34.984756
[1. 1. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0.], 126.873566
[0. 1. 1. 1. 0. 1. 1. 1. 0. 0. 1. 1.], 79.12365
[0. 1. 0. 0. 1. 0. 0. 1. 1. 0. 0. 1.], 63.70688
[0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 1. 1.], 127.74555
[0. 1. 1. 1. 0. 1. 1. 0. 1. 0. 1. 1.], 39.055435
[0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0.], 40.793022
[0. 1. 0. 1. 1. 1. 0. 1. 1. 1. 1. 0.], 89.62177
[1. 0. 0. 1. 1. 0. 1. 1. 1. 0. 0. 0.], 74.7625
[1. 1. 1. 1. 1. 0. 1. 0. 1. 1. 0. 1.], 29.436304
[1. 1. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0.], 65.12706
[1. 0. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0.], 68.070175
[1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1.], 67.034195
[0. 0. 1. 1. 1. 0. 1. 1. 0. 1. 1. 1.], 27.31902
[0. 1. 1. 0. 1. 0. 0. 1. 1. 0. 0. 1.], 20.789118
[1. 0. 1. 0. 1. 0. 1. 0. 0. 1. 1. 1.], 87.71881
[1. 0. 1. 1. 1. 0. 1. 1. 1. 0. 0. 0.], 100.77384
[0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0.], 76.99997
[1. 1. 0. 1. 1. 0. 0. 0. 0. 1. 1. 0.], 58.055626
[0. 1. 0. 0. 0. 1. 0. 1. 1. 0. 1. 0.], 67.99109
[1. 1. 0. 0. 0. 1. 0. 1. 1. 1. 1. 1.], 136.59085
[1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.], 52.717247
[1. 1. 1. 1. 0. 0. 0. 1. 0. 0. 1. 0.], 40.50112
[1. 0. 1. 1. 0. 1. 1. 0. 0. 0. 0. 1.], 32.30692
[0. 0. 1. 1. 0. 1. 1. 1. 0. 0. 1. 1.], 38.958805
[1. 1. 0. 0. 1. 1. 0. 1. 1. 1. 0. 0.], 81.822556
[1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 0.], 53.350952
