onehot | prediction
[0. 1. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.], 24.50343
[1. 1. 1. 0. 0. 1. 0. 1. 0. 0. 0. 1.], 38.63524
[0. 1. 1. 1. 1. 0. 0. 1. 1. 0. 1. 0.], 9.943635
[1. 0. 0. 1. 0. 1. 1. 1. 0. 0. 1. 0.], 31.530184
[0. 1. 1. 1. 1. 0. 1. 0. 0. 1. 0. 0.], 14.077635
[0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0.], 37.998745
[0. 1. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0.], 25.082287
[1. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0.], 27.235886
[0. 1. 1. 0. 1. 0. 0. 1. 1. 0. 0. 0.], 12.759642
[1. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.], 16.108753
[1. 1. 0. 0. 1. 0. 1. 0. 0. 0. 0. 1.], 10.757556
[0. 1. 1. 1. 0. 0. 1. 1. 0. 1. 0. 0.], 30.859577
[0. 1. 1. 1. 1. 0. 1. 1. 0. 0. 1. 1.], 13.225604
[1. 0. 0. 0. 1. 0. 1. 0. 1. 0. 0. 1.], 32.494102
[1. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0.], 35.385124
[0. 0. 0. 1. 0. 1. 0. 1. 1. 1. 1. 1.], 61.511734
[1. 0. 1. 1. 0. 0. 1. 1. 1. 0. 0. 0.], 12.200526
[0. 1. 1. 1. 1. 0. 0. 1. 0. 1. 0. 0.], 30.905655
[0. 1. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0.], 14.574556
[1. 0. 1. 0. 1. 0. 1. 1. 0. 0. 0. 1.], 13.729064
[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 1. 0.], 9.562892
[1. 0. 0. 0. 1. 1. 1. 1. 0. 1. 1. 0.], 17.79058
[0. 1. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0.], 46.5253
[0. 1. 0. 1. 1. 1. 0. 0. 1. 1. 1. 1.], 17.267345
[1. 1. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0.], 10.304666
[0. 1. 0. 0. 1. 1. 0. 1. 0. 1. 0. 1.], 74.843
[1. 1. 0. 0. 0. 1. 0. 1. 0. 1. 1. 0.], 42.505936
[1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 1.], 46.840015
[1. 0. 1. 0. 0. 1. 1. 1. 1. 1. 1. 0.], 20.51892
[1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 1.], 18.833323
[1. 1. 1. 0. 0. 1. 1. 1. 0. 0. 0. 1.], 24.603474
[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.], 28.999996
[1. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0.], 30.885036
[0. 0. 0. 1. 0. 0. 1. 1. 1. 1. 0. 1.], 49.52901
[0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1. 0.], 39.50386
[0. 0. 0. 1. 1. 1. 0. 1. 1. 1. 0. 1.], 53.4788
[0. 1. 0. 1. 0. 0. 1. 0. 1. 1. 0. 1.], 40.992985
[1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1.], 33.6888
[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 1. 0.], 9.562892
[1. 1. 1. 1. 0. 1. 1. 0. 0. 1. 0. 0.], 34.115974
[1. 1. 1. 0. 1. 0. 1. 0. 1. 0. 1. 1.], 27.143078
[1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1.], 19.342886
[1. 1. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0.], 69.437256
[0. 1. 1. 1. 0. 1. 1. 1. 0. 0. 1. 1.], 14.671338
[0. 1. 0. 0. 1. 0. 0. 1. 1. 0. 0. 1.], 30.216488
[0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 1. 1.], 59.57715
[0. 1. 1. 1. 0. 1. 1. 0. 1. 0. 1. 1.], 9.688108
[0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0.], 15.520177
[0. 1. 0. 1. 1. 1. 0. 1. 1. 1. 1. 0.], 22.742022
[1. 0. 0. 1. 1. 0. 1. 1. 1. 0. 0. 0.], 14.183418
[1. 1. 1. 1. 1. 0. 1. 0. 1. 1. 0. 1.], 11.406771
[1. 1. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0.], 15.583253
[1. 0. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0.], 36.275272
[1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1.], 25.086044
[0. 0. 1. 1. 1. 0. 1. 1. 0. 1. 1. 1.], 12.247797
[0. 1. 1. 0. 1. 0. 0. 1. 1. 0. 0. 1.], 13.657358
[1. 0. 1. 0. 1. 0. 1. 0. 0. 1. 1. 1.], 22.760937
[1. 0. 1. 1. 1. 0. 1. 1. 1. 0. 0. 0.], 15.633011
[0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0.], 77.0
[1. 1. 0. 1. 1. 0. 0. 0. 0. 1. 1. 0.], 12.819825
[0. 1. 0. 0. 0. 1. 0. 1. 1. 0. 1. 0.], 14.200534
[1. 1. 0. 0. 0. 1. 0. 1. 1. 1. 1. 1.], 27.57914
[1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.], 29.292126
[1. 1. 1. 1. 0. 0. 0. 1. 0. 0. 1. 0.], 11.881744
[1. 0. 1. 1. 0. 1. 1. 0. 0. 0. 0. 1.], 31.825703
[0. 0. 1. 1. 0. 1. 1. 1. 0. 0. 1. 1.], 20.051733
[1. 1. 0. 0. 1. 1. 0. 1. 1. 1. 0. 0.], 26.541922
[1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 0.], 21.271017
[0. 1. 1. 1. 1. 1. 1. 1. 0. 1. 1. 0.], 18.111311
[1. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.], 34.23882
[0. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 0.], 18.792068
[0. 1. 0. 0. 0. 0. 1. 1. 1. 1. 0. 1.], 51.294205
[1. 1. 1. 0. 0. 1. 1. 0. 1. 0. 0. 0.], 26.166302
[1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1.], 19.342886
[0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0.], 44.49483
[1. 1. 0. 1. 0. 1. 1. 0. 1. 0. 1. 0.], 9.533075
[1. 1. 1. 1. 1. 0. 1. 0. 0. 0. 1. 1.], 9.958029
[1. 0. 1. 0. 0. 0. 1. 0. 1. 1. 1. 1.], 28.448097
[1. 0. 1. 1. 0. 0. 0. 1. 1. 1. 1. 0.], 12.601671
[0. 1. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0.], 19.277422
[1. 0. 1. 1. 0. 0. 1. 1. 1. 1. 0. 1.], 18.626364
[0. 1. 1. 0. 0. 1. 1. 0. 0. 0. 1. 1.], 10.962725
[1. 0. 1. 1. 1. 0. 1. 1. 1. 0. 1. 1.], 11.23666
[0. 1. 0. 0. 0. 0. 1. 1. 1. 1. 1. 0.], 14.953192
[0. 1. 0. 1. 1. 1. 0. 0. 0. 0. 0. 1.], 57.094246
